Row,min_med_conn_run,sec_med_conn_run,min_med_conn,sec_med_conn
sub04896,2,NaN,0.517,NaN
sub04899,1,3,0.409,0.452
sub04900,2,1,0.44,0.484
sub04901,1,2,0.404,0.407
sub04904,1,2,0.483,0.489
sub04913,3,NaN,0.401,NaN
sub04916,4,NaN,0.432,NaN
sub04917,1,NaN,0.516,NaN
sub04920,1,NaN,0.498,NaN
sub04922,2,3,0.405,0.433
sub04923,3,1,0.436,0.448
sub04924,3,1,0.432,0.445
sub04931,2,1,0.423,0.431
sub04936,1,NaN,0.532,NaN
sub04937,1,NaN,0.47,NaN
sub04940,1,NaN,0.433,NaN
sub04941,1,2,0.409,0.44
sub04943,2,NaN,0.439,NaN
sub04944,1,2,0.454,0.455
sub04948,1,3,0.422,0.433
sub04950,1,2,0.444,0.484
sub04951,2,NaN,0.474,NaN
sub04952,2,1,0.413,0.427
sub04953,1,2,0.498,0.532
sub04961,1,2,0.424,0.43
sub04963,3,NaN,0.446,NaN
sub04964,2,1,0.423,0.499
sub04965,2,1,0.443,0.445
sub04966,2,3,0.414,0.426
sub04968,1,2,0.401,0.401
sub04978,1,2,0.417,0.441
sub04979,1,2,0.478,0.487
sub04981,2,1,0.417,0.425
sub04982,3,1,0.42,0.451
sub04983,1,3,0.409,0.434
sub04985,4,3,0.419,0.436
sub04986,1,NaN,0.435,NaN
sub04989,1,2,0.429,0.446
sub04990,3,4,0.424,0.426
sub04991,1,4,0.437,0.466
sub04992,1,2,0.459,0.461
sub04996,2,1,0.424,0.517
sub04998,3,4,0.429,0.432
sub05001,1,2,0.445,0.45
sub05003,1,NaN,0.467,NaN
sub05005,4,3,0.417,0.426
sub05007,1,3,0.409,0.422
sub05011,2,1,0.413,0.43
sub05012,1,2,0.422,0.429
sub05014,1,3,0.427,0.433
sub05018,2,NaN,0.455,NaN
sub05020,1,NaN,0.45,NaN
sub05023,1,NaN,0.419,NaN
sub05025,2,1,0.464,0.491
sub05028,1,2,0.422,0.445
sub05032,1,2,0.416,0.426
sub05036,3,4,0.425,0.439
sub05038,1,4,0.467,0.482
sub05039,1,2,0.449,0.481
sub05041,1,3,0.437,0.452
sub05043,1,3,0.457,0.458
sub05045,1,4,0.439,0.494
sub05046,3,1,0.401,0.404
sub05049,1,2,0.433,0.529
sub05053,4,3,0.419,0.449
sub05054,1,NaN,0.534,NaN
sub05056,4,3,0.416,0.425
sub05057,1,3,0.432,0.442
sub05060,1,3,0.412,0.415
sub05061,2,4,0.452,0.475
sub05063,2,3,0.424,0.502
sub05066,1,4,0.434,0.457
sub05070,4,1,0.424,0.429
sub05071,2,1,0.444,0.455
sub05074,4,2,0.411,0.416
sub05075,1,3,0.452,0.473
sub05077,2,3,0.458,0.478
sub05078,4,NaN,0.418,NaN
sub05080,1,4,0.416,0.426
sub05082,1,NaN,0.484,NaN
sub05083,1,NaN,0.489,NaN
sub05084,2,NaN,0.411,NaN
sub05085,1,2,0.464,0.474
sub05086,3,4,0.407,0.407
sub05087,1,NaN,0.452,NaN
sub05094,1,NaN,0.425,NaN
sub05096,3,2,0.451,0.458
sub05104,1,2,0.455,0.486
sub05105,1,3,0.428,0.428
sub05108,2,1,0.411,0.416
sub05109,1,2,0.469,0.518
sub05112,1,2,0.43,0.472
sub05114,4,2,0.413,0.423
sub05116,3,4,0.417,0.418
sub05119,2,NaN,0.474,NaN
sub05124,1,2,0.417,0.422
sub05126,NaN,NaN,NaN,NaN
sub05127,NaN,NaN,NaN,NaN
sub05131,1,2,0.41,0.421
sub05133,1,NaN,0.491,NaN
sub05135,3,NaN,0.485,NaN
sub05137,2,1,0.418,0.434
sub05138,2,3,0.417,0.43
sub05142,1,3,0.43,0.443
sub05143,1,NaN,0.467,NaN
sub05144,4,1,0.433,0.437
sub05145,4,2,0.426,0.428
sub05146,1,NaN,0.475,NaN
sub05147,2,1,0.461,0.488
sub05149,1,NaN,0.441,NaN
sub05151,4,1,0.451,0.461
sub05152,1,2,0.423,0.432
sub05156,1,2,0.431,0.461
sub05157,4,3,0.406,0.408
sub05158,1,2,0.465,0.475
sub05159,NaN,NaN,NaN,NaN
sub05161,2,4,0.423,0.432
sub05165,2,1,0.471,0.53
sub05171,1,NaN,0.431,NaN
sub05172,2,NaN,0.403,NaN
sub05173,1,2,0.412,0.418
sub05177,3,1,0.425,0.435
sub05178,1,3,0.409,0.428
sub05180,1,3,0.479,0.497
sub05182,1,2,0.421,0.438
sub05183,2,4,0.446,0.492
sub05186,3,1,0.429,0.517
sub05190,1,2,0.427,0.475
sub05194,1,NaN,0.427,NaN
sub05196,3,1,0.426,0.428
sub05197,2,1,0.414,0.435
sub05198,2,1,0.407,0.421
sub05201,1,2,0.474,0.48
sub05207,1,NaN,0.531,NaN
sub05208,1,NaN,0.492,NaN
sub05210,3,1,0.422,0.434
sub05213,4,2,0.474,0.501
sub05216,1,2,0.402,0.436
sub05218,1,3,0.419,0.428
sub05220,1,3,0.501,0.521
sub05221,4,1,0.404,0.412
sub05226,2,3,0.428,0.44
sub05227,2,4,0.457,0.466
sub05228,2,4,0.427,0.438
sub05229,4,2,0.444,0.522
sub05234,2,NaN,0.449,NaN
sub05237,2,3,0.41,0.474
sub05241,1,NaN,0.531,NaN
sub05242,1,NaN,0.436,NaN
sub05243,1,2,0.419,0.424
sub05244,1,4,0.428,0.441
sub05249,1,2,0.443,0.514
sub05250,1,3,0.398,0.424
sub05252,2,1,0.498,0.501
sub05253,NaN,NaN,NaN,NaN
sub05258,1,3,0.408,0.527
sub05259,4,3,0.424,0.432
sub05260,1,3,0.413,0.416
sub05262,1,2,0.444,0.507
sub05263,1,2,0.439,0.461
sub05265,1,2,0.411,0.411
sub05267,1,2,0.428,0.438
sub05269,1,2,0.415,0.428
sub05270,1,NaN,0.448,NaN
sub05271,1,2,0.417,0.445
sub05278,1,2,0.444,0.462
sub05280,NaN,NaN,NaN,NaN
sub05282,2,NaN,0.426,NaN
sub05283,1,NaN,0.515,NaN
sub05287,2,NaN,0.431,NaN
sub05288,1,2,0.412,0.415
sub05289,1,NaN,0.465,NaN
sub05291,2,NaN,0.429,NaN
sub05294,4,2,0.393,0.454
sub05295,2,1,0.408,0.414
sub05298,2,1,0.409,0.483
sub05300,1,2,0.408,0.435
sub05302,1,4,0.412,0.428
sub05303,2,NaN,0.416,NaN
sub05304,3,2,0.515,0.535
sub05305,1,NaN,0.411,NaN
sub05307,1,2,0.416,0.435
sub05311,2,1,0.483,0.492
sub05312,4,2,0.439,0.442
sub05313,3,4,0.406,0.415
sub05314,1,NaN,0.506,NaN
sub05315,1,NaN,0.533,NaN
sub05319,1,2,0.437,0.49
sub05326,4,1,0.428,0.454
sub05329,1,4,0.422,0.503
sub05330,2,1,0.421,0.442
sub05332,2,1,0.425,0.461
sub05334,1,2,0.422,0.445
sub05335,1,2,0.447,0.469
sub05336,3,4,0.41,0.411
sub05337,NaN,NaN,NaN,NaN
sub05339,1,NaN,0.494,NaN
sub05342,1,NaN,0.485,NaN
sub05344,2,1,0.419,0.432
sub05346,2,3,0.441,0.462
sub05349,2,NaN,0.534,NaN
sub05352,1,2,0.407,0.407
sub05361,NaN,NaN,NaN,NaN
sub05364,4,1,0.454,0.513
sub05369,2,1,0.426,0.442
sub05377,1,3,0.411,0.413
sub05378,2,1,0.4,0.409
sub05379,3,1,0.432,0.435
sub05380,3,2,0.414,0.482
sub05381,1,2,0.467,0.472
sub05382,1,2,0.415,0.418
sub05385,NaN,NaN,NaN,NaN
sub05386,NaN,NaN,NaN,NaN
sub05388,4,3,0.401,0.434
sub05389,3,4,0.428,0.45
sub05391,1,NaN,0.433,NaN
sub05392,4,3,0.434,0.44
sub05393,2,1,0.432,0.517
sub05395,1,2,0.446,0.456
sub05396,2,4,0.446,0.45
sub05397,1,2,0.417,0.423
sub05398,1,NaN,0.439,NaN
sub05399,NaN,NaN,NaN,NaN
sub05407,1,NaN,0.456,NaN
sub05408,1,2,0.436,0.448
sub05415,4,3,0.41,0.428
sub05418,2,1,0.478,0.482
sub05419,1,2,0.433,0.438
sub05424,1,2,0.441,0.443
sub05425,2,1,0.416,0.421
sub05426,2,1,0.421,0.441
sub05427,3,4,0.412,0.416
sub05429,2,NaN,0.483,NaN
sub05432,1,2,0.441,0.476
sub05433,1,3,0.443,0.462
sub05434,1,3,0.405,0.42
sub05435,3,NaN,0.415,NaN
sub05440,1,NaN,0.468,NaN
sub05443,1,NaN,0.442,NaN
sub05445,1,2,0.417,0.484
sub05446,2,1,0.444,0.537
sub05447,1,NaN,0.524,NaN
sub05449,4,2,0.405,0.413
sub05453,3,2,0.454,0.459
sub05456,2,1,0.491,0.515
sub05457,1,2,0.409,0.429
sub05461,3,2,0.419,0.423
sub05463,1,NaN,0.524,NaN
sub05469,3,2,0.419,0.421
sub05470,3,2,0.494,0.513
sub05473,1,2,0.401,0.407
sub05476,3,4,0.418,0.434
sub05478,2,3,0.429,0.43
sub05485,2,4,0.418,0.423
sub05486,2,1,0.436,0.451
sub05489,3,4,0.445,0.448
sub05490,1,NaN,0.45,NaN
sub05491,1,NaN,0.425,NaN
sub05492,1,NaN,0.492,NaN
sub05494,1,2,0.472,0.533
sub05495,2,NaN,0.504,NaN
sub05496,1,3,0.436,0.492
sub05497,1,NaN,0.41,NaN
sub05498,1,3,0.452,0.465
sub05499,4,2,0.406,0.438
sub05501,4,NaN,0.506,NaN
sub05502,2,3,0.412,0.412
sub05506,1,NaN,0.451,NaN
sub05508,1,4,0.442,0.515
sub05509,3,NaN,0.472,NaN
sub05510,4,NaN,0.42,NaN
sub05513,1,NaN,0.44,NaN
sub05514,2,4,0.425,0.426
sub05515,2,1,0.413,0.436
sub05516,4,2,0.411,0.429
sub05518,1,2,0.435,0.443
sub05519,1,NaN,0.448,NaN
sub05520,2,1,0.409,0.414
sub05524,NaN,NaN,NaN,NaN
sub05525,1,NaN,0.443,NaN
sub05526,2,NaN,0.507,NaN
sub05529,1,NaN,0.427,NaN
sub05530,1,NaN,0.463,NaN
sub05531,3,2,0.406,0.413
sub05533,4,2,0.408,0.42
sub05535,3,4,0.431,0.459
sub05537,4,2,0.503,0.518
sub05538,3,4,0.404,0.404
sub05539,3,1,0.423,0.451
sub05541,2,NaN,0.526,NaN
sub05542,4,2,0.449,0.458
sub05543,2,1,0.429,0.44
sub05545,1,2,0.499,0.501
sub05547,4,NaN,0.53,NaN
sub05548,NaN,NaN,NaN,NaN
sub05549,2,NaN,0.513,NaN
sub05550,1,3,0.491,0.491
sub05554,2,NaN,0.48,NaN
sub05556,1,2,0.417,0.443
sub05557,2,3,0.425,0.431
sub05558,2,1,0.445,0.446
sub05559,1,2,0.483,0.539
sub05560,1,4,0.411,0.467
sub05561,2,3,0.446,0.465
sub05565,1,2,0.465,0.474
sub05567,2,3,0.427,0.452
sub05572,3,2,0.407,0.42
sub05574,NaN,NaN,NaN,NaN
sub05575,2,4,0.42,0.438
sub05576,1,NaN,0.522,NaN
sub05578,2,3,0.443,0.45
sub05581,1,2,0.442,0.446
sub05585,NaN,NaN,NaN,NaN
sub05587,3,1,0.397,0.401
sub05588,3,1,0.446,0.458
sub05590,3,1,0.428,0.429
sub05591,NaN,NaN,NaN,NaN
sub05592,1,2,0.453,0.499
sub05596,2,3,0.432,0.488
sub05597,1,2,0.426,0.434
sub05600,2,1,0.434,0.473
sub05602,4,3,0.417,0.448
sub05603,2,1,0.418,0.433
sub05609,2,NaN,0.432,NaN
sub05612,3,4,0.417,0.425
sub05614,2,1,0.456,0.472
sub05615,1,2,0.409,0.44
sub05616,2,1,0.439,0.449
sub05617,4,2,0.411,0.433
sub05623,NaN,NaN,NaN,NaN
sub05626,1,3,0.416,0.42
sub05628,1,2,0.444,0.456
sub05629,2,1,0.407,0.413
sub05631,2,1,0.411,0.424
sub05632,3,NaN,0.402,NaN
sub05633,3,1,0.404,0.445
sub05640,1,2,0.428,0.43
sub05641,2,1,0.418,0.426
sub05643,1,2,0.424,0.523
sub05647,2,NaN,0.471,NaN
sub05648,3,2,0.402,0.405
sub05649,1,NaN,0.487,NaN
sub05650,3,NaN,0.53,NaN
sub05652,1,NaN,0.476,NaN
sub05653,2,4,0.433,0.436
sub05654,2,1,0.456,0.491
sub05657,1,4,0.416,0.522
sub05658,1,NaN,0.447,NaN
sub05659,2,1,0.437,0.476
sub05660,3,NaN,0.524,NaN
sub05661,3,2,0.398,0.414
sub05663,3,NaN,0.535,NaN
sub05665,1,2,0.447,0.447
sub05668,1,NaN,0.481,NaN
sub05669,2,1,0.436,0.439
sub05671,1,4,0.476,0.506
sub05674,2,1,0.418,0.446
sub05675,1,2,0.418,0.441
sub05678,4,2,0.425,0.433
sub05681,1,2,0.434,0.476
sub05682,3,4,0.411,0.49
sub05683,1,NaN,0.43,NaN
sub05684,2,NaN,0.46,NaN
sub05685,1,NaN,0.504,NaN
sub05686,2,1,0.424,0.447
sub05691,1,NaN,0.465,NaN
sub05692,1,3,0.414,0.461
sub05693,4,2,0.495,0.501
sub05694,4,NaN,0.511,NaN
sub05695,4,2,0.432,0.446
sub05696,3,2,0.46,0.478
sub05704,1,3,0.455,0.476
sub05705,NaN,NaN,NaN,NaN
sub05706,1,NaN,0.438,NaN
sub05711,2,4,0.413,0.418
sub05714,2,1,0.4,0.402
sub05716,1,NaN,0.485,NaN
sub05717,1,NaN,0.523,NaN
sub05720,1,4,0.422,0.452
sub05724,4,1,0.455,0.464
sub05725,3,2,0.447,0.491
sub05728,1,2,0.47,0.471
sub05729,2,1,0.441,0.471
sub05731,2,3,0.422,0.454
sub05732,4,1,0.406,0.42
sub05733,1,2,0.424,0.513
sub05737,2,1,0.456,0.528
sub05738,1,NaN,0.465,NaN
sub05741,2,3,0.443,0.456
sub05742,3,1,0.404,0.415
sub05743,2,1,0.407,0.417
sub05744,1,NaN,0.466,NaN
sub05745,1,4,0.412,0.417
sub05748,3,NaN,0.496,NaN
sub05750,3,NaN,0.486,NaN
sub05751,2,3,0.423,0.428
sub05752,1,2,0.425,0.432
sub05755,2,1,0.417,0.492
sub05756,1,NaN,0.408,NaN
sub05757,1,NaN,0.502,NaN
sub05759,1,2,0.409,0.409
sub05761,4,1,0.406,0.423
sub05762,3,1,0.444,0.452
sub05763,1,2,0.424,0.434
sub05765,2,1,0.434,0.435
sub05767,1,2,0.434,0.435
sub05769,1,NaN,0.47,NaN
sub05770,1,NaN,0.493,NaN
sub05773,2,NaN,0.412,NaN
sub05777,2,NaN,0.455,NaN
sub05779,NaN,NaN,NaN,NaN
sub05785,1,3,0.481,0.502
sub05786,1,NaN,0.463,NaN
sub05789,1,NaN,0.507,NaN
sub05791,4,1,0.475,0.488
sub05792,3,2,0.452,0.491
sub05797,1,NaN,0.438,NaN
sub05799,1,NaN,0.428,NaN
sub05801,1,2,0.424,0.502
sub05803,2,NaN,0.524,NaN
sub05807,3,1,0.471,0.53
sub05808,3,4,0.444,0.452
sub05810,2,1,0.435,0.493
sub05811,4,2,0.416,0.429
sub05814,4,2,0.47,0.478
sub05815,2,NaN,0.418,NaN
sub05816,1,2,0.43,0.516
sub05817,1,NaN,0.403,NaN
sub05818,1,NaN,0.537,NaN
sub05819,1,2,0.406,0.436
sub05820,2,1,0.414,0.416
sub05821,1,NaN,0.434,NaN
sub05823,4,3,0.415,0.444
sub05824,1,2,0.437,0.463
sub05828,1,NaN,0.47,NaN
sub05833,1,NaN,0.43,NaN
sub05834,2,1,0.44,0.442
sub05836,4,3,0.442,0.47
sub05837,NaN,NaN,NaN,NaN
sub05838,2,1,0.411,0.466
sub05840,1,2,0.442,0.461
sub05842,3,2,0.417,0.431
sub05845,4,NaN,0.415,NaN
sub05846,2,1,0.444,0.463
sub05847,1,2,0.429,0.457
sub05850,NaN,NaN,NaN,NaN
sub05851,NaN,NaN,NaN,NaN
sub05852,1,NaN,0.45,NaN
sub05855,2,1,0.406,0.411
sub05856,3,NaN,0.441,NaN
sub05859,2,4,0.421,0.43
sub05862,NaN,NaN,NaN,NaN
sub05863,NaN,NaN,NaN,NaN
sub05866,2,4,0.43,0.443
sub05869,1,4,0.405,0.405
sub05870,3,2,0.407,0.41
sub05872,2,NaN,0.54,NaN
sub05873,2,1,0.407,0.411
sub05875,1,2,0.428,0.491
sub05878,3,2,0.431,0.511
sub05879,1,2,0.435,0.442
sub05880,3,4,0.472,0.49
sub05882,2,NaN,0.485,NaN
sub05883,2,1,0.472,0.481
sub05884,4,NaN,0.44,NaN
sub05885,1,3,0.413,0.441
sub05887,1,NaN,0.501,NaN
sub05888,4,NaN,0.463,NaN
sub05889,3,2,0.427,0.43
sub05890,3,4,0.402,0.403
sub05893,1,2,0.429,0.429
sub05894,3,1,0.419,0.472
sub05895,1,3,0.416,0.439
sub05897,1,NaN,0.456,NaN
sub05900,2,1,0.415,0.42
sub05901,4,2,0.478,0.484
sub05902,1,NaN,0.419,NaN
sub05905,2,1,0.48,0.503
sub05908,1,NaN,0.465,NaN
sub05911,1,4,0.396,0.398
sub05912,1,NaN,0.469,NaN
sub05913,NaN,NaN,NaN,NaN
sub05920,2,NaN,0.448,NaN
sub05921,1,3,0.423,0.44
sub05923,2,1,0.426,0.437
sub05925,3,4,0.419,0.441
sub05926,1,2,0.42,0.476
sub05927,3,1,0.438,0.461
sub05928,2,3,0.513,0.522
sub05929,2,NaN,0.427,NaN
sub05932,4,3,0.405,0.468
sub05935,1,2,0.46,0.47
sub05936,2,1,0.482,0.494
sub05942,2,4,0.424,0.446
sub05946,2,1,0.412,0.424
sub05949,2,1,0.394,0.404
sub05950,1,NaN,0.486,NaN
sub05952,2,1,0.436,0.444
sub05953,NaN,NaN,NaN,NaN
sub05958,3,4,0.414,0.432
sub05960,3,1,0.411,0.414
sub05961,1,3,0.446,0.458
sub05963,1,4,0.403,0.436
sub05964,2,3,0.414,0.422
sub05966,2,4,0.405,0.449
sub05967,1,2,0.433,0.491
sub05968,1,NaN,0.421,NaN
sub05970,1,NaN,0.45,NaN
sub05971,3,NaN,0.458,NaN
sub05975,1,2,0.41,0.506
sub05978,2,1,0.416,0.44
sub05979,1,2,0.395,0.402
sub05981,NaN,NaN,NaN,NaN
sub05982,1,2,0.434,0.44
sub05986,2,1,0.435,0.447
sub05987,2,1,0.424,0.429
sub05989,1,2,0.418,0.513
sub05991,1,NaN,0.472,NaN
sub05992,1,NaN,0.442,NaN
sub05993,4,NaN,0.442,NaN
sub05995,2,NaN,0.417,NaN
sub05997,1,NaN,0.411,NaN
sub06003,3,2,0.446,0.448
sub06004,2,1,0.465,0.472
sub06006,1,NaN,0.429,NaN
sub06007,3,1,0.515,0.53
sub06008,3,1,0.394,0.406
sub06010,2,NaN,0.471,NaN
sub06013,4,3,0.408,0.416
sub06017,1,NaN,0.406,NaN
sub06018,NaN,NaN,NaN,NaN
sub06019,4,3,0.43,0.436
sub06020,2,1,0.495,0.513
sub06024,2,1,0.427,0.454
sub06025,2,3,0.514,0.519
sub06026,2,NaN,0.477,NaN
sub06027,2,3,0.415,0.416
sub06029,4,1,0.411,0.459
sub06031,2,1,0.433,0.439
sub06032,1,NaN,0.52,NaN
sub06033,1,3,0.419,0.429
sub06035,1,NaN,0.514,NaN
sub06036,1,2,0.531,0.532
sub06038,1,2,0.414,0.456
sub06039,2,1,0.417,0.433
sub06041,3,2,0.409,0.418
sub06049,1,2,0.402,0.41
sub06052,1,2,0.399,0.409
sub06053,1,NaN,0.41,NaN
sub06054,1,NaN,0.45,NaN
sub06056,2,1,0.452,0.533
sub06059,1,NaN,0.453,NaN
sub06063,1,NaN,0.445,NaN
sub06064,1,2,0.433,0.482
sub06065,3,1,0.454,0.475
sub06066,2,3,0.508,0.513
sub06071,2,1,0.432,0.454
sub06074,2,1,0.435,0.525
sub06077,2,1,0.412,0.432
sub06078,2,1,0.412,0.419
sub06080,NaN,NaN,NaN,NaN
sub06081,1,3,0.427,0.43
sub06082,4,3,0.438,0.439
sub06085,2,4,0.407,0.422
sub06086,2,1,0.415,0.421
sub06087,2,3,0.416,0.458
sub06091,1,2,0.452,0.462
sub06092,2,1,0.449,0.458
sub06093,2,1,0.44,0.451
sub06095,1,2,0.417,0.443
sub06096,1,NaN,0.412,NaN
sub06097,2,NaN,0.432,NaN
sub06100,1,3,0.48,0.525
sub06104,2,3,0.408,0.46
sub06107,NaN,NaN,NaN,NaN
sub06109,2,4,0.459,0.466
sub06111,3,4,0.446,0.467
sub06112,1,NaN,0.412,NaN
sub06113,1,NaN,0.512,NaN
sub06118,3,2,0.435,0.451
sub06124,1,2,0.413,0.416
sub06125,2,NaN,0.486,NaN
sub06126,2,1,0.408,0.425
sub06127,3,2,0.403,0.41
sub06129,1,2,0.425,0.434
sub06130,1,NaN,0.515,NaN
sub06132,1,NaN,0.414,NaN
sub06134,1,NaN,0.43,NaN
sub06138,1,3,0.423,0.43
sub06140,2,NaN,0.498,NaN
sub06141,4,1,0.439,0.47
sub06142,1,NaN,0.498,NaN
sub06143,1,3,0.426,0.441
sub06148,3,NaN,0.504,NaN
sub06149,3,2,0.462,0.5
sub06156,2,3,0.416,0.42
sub06159,2,1,0.396,0.449
sub06161,3,1,0.45,0.493
sub06163,2,1,0.418,0.478
sub06164,4,2,0.455,0.471
sub06165,1,NaN,0.401,NaN
sub06166,1,3,0.421,0.445
sub06171,3,4,0.451,0.491
sub06173,2,NaN,0.498,NaN
sub06174,3,NaN,0.467,NaN
sub06178,NaN,NaN,NaN,NaN
sub06179,1,2,0.402,0.403
sub06180,2,1,0.42,0.477
sub06184,1,NaN,0.454,NaN
sub06188,2,1,0.402,0.412
sub06190,1,2,0.434,0.48
sub06192,1,NaN,0.487,NaN
sub06194,1,2,0.402,0.409
sub06196,1,2,0.426,0.493
sub06197,1,NaN,0.421,NaN
sub06198,1,NaN,0.447,NaN
sub06200,NaN,NaN,NaN,NaN
sub06203,1,NaN,0.441,NaN
sub06206,2,1,0.443,0.458
sub06207,1,2,0.401,0.405
sub06208,2,4,0.418,0.47
sub06209,1,2,0.436,0.442
sub06210,2,4,0.425,0.441
sub06211,1,NaN,0.52,NaN
sub06212,2,3,0.397,0.415
sub06213,2,1,0.418,0.434
sub06214,NaN,NaN,NaN,NaN
sub06216,2,NaN,0.406,NaN
sub06217,2,NaN,0.417,NaN
sub06219,1,NaN,0.497,NaN
sub06220,2,4,0.408,0.422
sub06222,2,1,0.417,0.523
sub06223,1,3,0.43,0.498
sub06224,1,2,0.408,0.408
sub06225,2,NaN,0.43,NaN
sub06228,1,2,0.418,0.459
sub06234,1,NaN,0.427,NaN
sub06236,3,1,0.416,0.418
sub06237,3,2,0.422,0.423
sub06238,1,4,0.409,0.412
sub06244,NaN,NaN,NaN,NaN
sub06245,4,2,0.398,0.419
sub06247,4,NaN,0.41,NaN
sub06248,2,3,0.437,0.458
sub06249,1,NaN,0.432,NaN
sub06251,1,NaN,0.46,NaN
sub06252,3,4,0.416,0.422
sub06253,2,3,0.421,0.511
sub06254,4,3,0.437,0.516
sub06257,2,3,0.406,0.407
sub06258,2,1,0.431,0.477
sub06259,2,1,0.415,0.416
sub06260,3,1,0.415,0.436
sub06261,1,NaN,0.449,NaN
sub06263,1,NaN,0.414,NaN
sub06264,3,NaN,0.503,NaN
sub06266,2,1,0.42,0.443
sub06268,1,NaN,0.506,NaN
sub06275,1,NaN,0.503,NaN
sub06278,1,NaN,0.477,NaN
sub06282,2,NaN,0.416,NaN
sub06284,1,2,0.45,0.522
sub06285,3,2,0.415,0.423
sub06286,3,2,0.428,0.455
sub06288,3,2,0.418,0.42
sub06289,3,2,0.422,0.435
sub06290,NaN,NaN,NaN,NaN
sub06292,2,NaN,0.439,NaN
sub06294,1,2,0.421,0.45
sub06295,1,3,0.452,0.453
sub06297,1,NaN,0.456,NaN
sub06298,1,2,0.42,0.445
sub06299,1,2,0.416,0.512
sub06301,1,2,0.41,0.434
sub06305,3,1,0.516,0.519
sub06306,1,2,0.428,0.431
sub06307,2,NaN,0.42,NaN
sub06312,1,4,0.427,0.441
sub06313,1,2,0.453,0.466
sub06317,3,4,0.446,0.453
sub06318,1,NaN,0.449,NaN
sub06322,NaN,NaN,NaN,NaN
sub06325,1,3,0.449,0.466
sub06328,1,2,0.453,0.454
sub06329,1,2,0.422,0.444
sub06334,NaN,NaN,NaN,NaN
sub06335,3,2,0.444,0.527
sub06336,3,1,0.457,0.467
sub06337,2,1,0.485,0.486
sub06342,3,1,0.421,0.435
sub06343,4,NaN,0.475,NaN
sub06345,2,1,0.426,0.498
sub06346,2,1,0.422,0.438
sub06347,NaN,NaN,NaN,NaN
sub06351,3,NaN,0.488,NaN
sub06352,NaN,NaN,NaN,NaN
sub06353,4,3,0.423,0.439
sub06359,1,3,0.428,0.467
sub06361,1,3,0.42,0.428
sub06365,1,2,0.408,0.408
sub06366,1,3,0.415,0.423
sub06367,1,NaN,0.499,NaN
sub06368,1,NaN,0.519,NaN
sub06369,1,3,0.403,0.41
sub06370,2,3,0.404,0.408
sub06373,NaN,NaN,NaN,NaN
sub06374,4,1,0.428,0.439
sub06375,1,2,0.41,0.459
sub06377,1,NaN,0.533,NaN
sub06380,1,2,0.406,0.421
sub06382,1,4,0.453,0.513
sub06385,1,NaN,0.42,NaN
sub06387,2,1,0.428,0.488
sub06389,4,2,0.415,0.442
sub06390,3,4,0.42,0.427
sub06393,3,NaN,0.454,NaN
sub06394,1,2,0.471,0.489
sub06395,4,3,0.461,0.479
sub06396,4,NaN,0.484,NaN
sub06398,2,1,0.418,0.436
sub06399,1,NaN,0.409,NaN
sub06403,3,NaN,0.519,NaN
sub06404,1,NaN,0.482,NaN
sub06405,1,NaN,0.441,NaN
sub06407,4,1,0.415,0.423
sub06409,1,NaN,0.434,NaN
sub06410,2,1,0.447,0.532
sub06413,3,2,0.44,0.452
sub06414,4,2,0.423,0.437
sub06415,1,3,0.413,0.415
sub06417,1,3,0.417,0.451
sub06418,2,4,0.447,0.457
sub06419,3,4,0.428,0.486
sub06421,1,2,0.435,0.501
sub06425,1,NaN,0.44,NaN
sub06429,2,1,0.428,0.43
sub06431,4,3,0.404,0.41
sub06432,1,2,0.446,0.463
sub06433,2,NaN,0.48,NaN
sub06435,1,2,0.434,0.471
sub06436,3,2,0.414,0.432
sub06440,NaN,NaN,NaN,NaN
sub06441,2,1,0.426,0.438
sub06445,3,1,0.434,0.442
sub06446,1,2,0.415,0.45
sub06449,2,1,0.408,0.409
sub06450,2,1,0.406,0.408
sub06451,4,3,0.404,0.412
sub06454,2,1,0.406,0.407
sub06457,3,NaN,0.5,NaN
sub06460,4,1,0.437,0.444
sub06461,1,2,0.489,0.49
sub06465,1,2,0.413,0.481
sub06466,2,NaN,0.431,NaN
sub06468,2,NaN,0.522,NaN
sub06469,3,1,0.452,0.473
sub06473,4,2,0.413,0.448
sub06474,NaN,NaN,NaN,NaN
sub06475,2,1,0.421,0.429
sub06476,1,NaN,0.416,NaN
sub06478,NaN,NaN,NaN,NaN
sub06480,4,3,0.397,0.405
sub06481,4,1,0.419,0.427
sub06482,3,2,0.424,0.503
sub06483,1,2,0.422,0.448
sub06484,1,2,0.431,0.501
sub06485,3,2,0.467,0.47
sub06488,2,4,0.446,0.449
sub06491,1,2,0.41,0.426
sub06492,1,2,0.439,0.44
sub06496,4,3,0.41,0.414
sub06499,2,3,0.423,0.501
sub06500,2,4,0.455,0.492
sub06505,3,1,0.421,0.425
sub06507,1,2,0.516,0.534
sub06508,4,1,0.406,0.412
sub06513,4,NaN,0.416,NaN
sub06515,3,1,0.463,0.505
sub06520,1,NaN,0.447,NaN
sub06523,1,2,0.404,0.444
sub06524,1,NaN,0.418,NaN
sub06533,1,NaN,0.535,NaN
sub06537,3,4,0.399,0.417
sub06538,2,1,0.414,0.422
sub06539,2,1,0.417,0.449
sub06541,1,2,0.413,0.439
